Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","0.0077"
"0.0200","0.0171","0.0263"
"0.0400","0.0700","0.0794"
"0.0600","0.1204","0.1415"
"0.0800","0.1858","0.2269"
"0.1000","0.2499","0.2689"
"0.1200","0.3121","0.3061"
"0.1400","0.3735","0.3214"
"0.1600","0.4344","0.3414"
"0.1800","0.4950","0.3471"
"0.2000","0.5554","0.3616"
"0.2200","0.6155","0.3662"
"0.2400","0.6755","0.3784"
"0.2600","0.7355","0.3818"
"0.2800","0.7956","0.3912"
"0.3000","0.8556","0.3943"
"0.3200","0.9155","0.4022"
"0.3400","0.9756","0.4059"
"0.3600","1.0356","0.4124"
"0.3800","1.0958","0.4149"
"0.4000","1.1558","0.4199"
"0.4200","1.2157","0.4229"
"0.4400","1.2759","0.4279"
"0.4600","1.3359","0.4298"
"0.4800","1.3960","0.4323"
"0.5000","1.4560","0.4341"
"0.5200","1.5159","0.4359"
"0.5400","1.5759","0.4381"
"0.5600","1.6359","0.4392"
"0.5800","1.6959","0.4421"
"0.6000","1.7558","0.4422"
"0.6200","1.8158","0.4445"
"0.6400","1.8759","0.4440"
"0.6600","1.9358","0.4475"
"0.6800","1.9957","0.4475"
"0.7000","2.0557","0.4493"
"0.7200","2.1156","0.4482"
"0.7400","2.1757","0.4504"
"0.7600","2.2357","0.4494"
"0.7800","2.2956","0.4510"
"0.8000","2.3557","0.4494"
"0.8200","2.4158","0.4512"
"0.8400","2.4756","0.4503"
"0.8600","2.5357","0.4524"
"0.8800","2.5957","0.4506"
"0.9000","2.6556","0.4525"
"0.9200","2.7157","0.4516"
"0.9400","2.7759","0.4530"
"0.9600","2.8357","0.4504"
"0.9800","2.8957","0.4513"
"1.0000","2.9558","0.4500"
"1.0200","3.0158","0.4495"
"1.0400","3.0759","0.4475"
"1.0600","3.1360","0.4474"
"1.0800","3.1959","0.4452"
"1.1000","3.2558","0.4450"
"1.1200","3.3159","0.4437"
"1.1400","3.3759","0.4430"
"1.1600","3.4357","0.4408"
"1.1800","3.4958","0.4398"
"1.2000","3.5557","0.4383"
"1.2200","3.6154","0.4372"
"1.2400","3.6756","0.4364"
"1.2600","3.7355","0.4342"
"1.2800","3.7956","0.4331"
"1.3000","3.8556","0.4316"
"1.3200","3.9157","0.4310"
"1.3400","3.9755","0.4290"
"1.3600","4.0356","0.4292"
"1.3800","4.0956","0.4287"
"1.4000","4.1556","0.4294"
"1.4200","4.2157","0.4273"
"1.4400","4.2757","0.4266"
"1.4600","4.3357","0.4244"
"1.4800","4.3958","0.4259"
"1.5000","4.4558","0.4236"
"1.5200","4.5158","0.4243"
"1.5400","4.5758","0.4226"
"1.5600","4.6359","0.4234"
"1.5800","4.6958","0.4217"
"1.6000","4.7559","0.4220"
"1.6200","4.8158","0.4180"
"1.6400","4.8757","0.4173"
"1.6600","4.9360","0.4143"
"1.6800","4.9961","0.4139"
"1.7000","5.0559","0.4117"
"1.7200","5.1157","0.4136"
"1.7400","5.1757","0.4121"
"1.7600","5.2357","0.4126"
"1.7800","5.2957","0.4112"
"1.8000","5.3557","0.4119"
"1.8200","5.4157","0.4106"
"1.8400","5.4756","0.4118"
"1.8600","5.5356","0.4109"
"1.8800","5.5956","0.4112"
"1.9000","5.6556","0.4101"
"1.9200","5.7156","0.4118"
"1.9400","5.7757","0.4120"
"1.9600","5.8356","0.4120"
"1.9800","5.8956","0.4115"
"2.0000","5.9557","0.4126"
"2.0200","6.0157","0.4133"
"2.0400","6.0757","0.4140"
"2.0600","6.1357","0.4120"
"2.0800","6.1958","0.4112"
"2.1000","6.2557","0.4113"
"2.1200","6.3158","0.4116"
"2.1400","6.3757","0.4118"
"2.1600","6.4357","0.4131"
"2.1800","6.4958","0.4132"
"2.2000","6.5558","0.4122"
"2.2200","6.6157","0.4120"
"2.2400","6.6757","0.4124"
"2.2600","6.7358","0.4136"
"2.2800","6.7958","0.4126"
"2.3000","6.8558","0.4135"
"2.3200","6.9158","0.4124"
"2.3400","6.9756","0.4131"
"2.3600","7.0357","0.4114"
"2.3800","7.0957","0.4121"
"2.4000","7.1556","0.4118"
"2.4200","7.2157","0.4136"
"2.4400","7.2757","0.4129"
"2.4600","7.3357","0.4146"
"2.4800","7.3957","0.4138"
"2.5000","7.4559","0.4144"
"2.5200","7.5158","0.4123"
"2.5400","7.5758","0.4141"
"2.5600","7.6358","0.4138"
"2.5800","7.6959","0.4159"
"2.6000","7.7557","0.4136"
"2.6200","7.8157","0.4150"
"2.6400","7.8757","0.4139"
"2.6600","7.9357","0.4165"
"2.6800","7.9959","0.4162"
"2.7000","8.0560","0.4181"
"2.7200","8.1159","0.4168"
"2.7400","8.1759","0.4170"
"2.7600","8.2358","0.4154"
"2.7800","8.2957","0.4178"
"2.8000","8.3557","0.4174"
"2.8200","8.4157","0.4182"
"2.8400","8.4756","0.4150"
"2.8600","8.5356","0.4153"
"2.8800","8.5956","0.4130"
"2.9000","8.6556","0.4120"
"2.9200","8.7157","0.4102"
"2.9400","8.7757","0.4107"
"2.9600","8.8357","0.4110"
"2.9800","8.8956","0.4111"
"3.0000","8.9557","0.4089"
"3.0200","9.0155","0.4077"
"3.0400","9.0756","0.4084"
"3.0600","9.1357","0.4095"
"3.0800","9.1957","0.4098"
"3.1000","9.2557","0.4104"
"3.1200","9.3157","0.4107"
"3.1400","9.3757","0.4121"
"3.1600","9.4358","0.4136"
"3.1800","9.4959","0.4149"
"3.2000","9.5558","0.4165"
"3.2200","9.6157","0.4168"
"3.2400","9.6758","0.4183"
"3.2600","9.7359","0.4182"
"3.2800","9.7958","0.4198"
"3.3000","9.8558","0.4204"
"3.3200","9.9159","0.4223"
"3.3400","9.9758","0.4220"
"3.3600","10.0358","0.4252"
"3.3800","10.0959","0.4251"
"3.4000","10.1556","0.4273"
"3.4200","10.2157","0.4272"
"3.4400","10.2758","0.4292"
"3.4600","10.3357","0.4279"
"3.4800","10.3956","0.4307"
