Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","0.0005"
"0.0200","0.0165","0.0164"
"0.0400","0.0706","0.0476"
"0.0600","0.1203","0.0544"
"0.0800","0.1852","0.0799"
"0.1000","0.2491","0.0810"
"0.1200","0.3111","0.0902"
"0.1400","0.3726","0.0950"
"0.1600","0.4336","0.1020"
"0.1800","0.4941","0.1028"
"0.2000","0.5544","0.1095"
"0.2200","0.6145","0.1101"
"0.2400","0.6745","0.1137"
"0.2600","0.7346","0.1134"
"0.2800","0.7945","0.1181"
"0.3000","0.8546","0.1183"
"0.3200","0.9146","0.1211"
"0.3400","0.9747","0.1209"
"0.3600","1.0349","0.1243"
"0.3800","1.0949","0.1245"
"0.4000","1.1549","0.1262"
"0.4200","1.2150","0.1263"
"0.4400","1.2749","0.1283"
"0.4600","1.3348","0.1293"
"0.4800","1.3948","0.1303"
"0.5000","1.4549","0.1313"
"0.5200","1.5148","0.1331"
"0.5400","1.5748","0.1349"
"0.5600","1.6347","0.1350"
"0.5800","1.6946","0.1356"
"0.6000","1.7546","0.1373"
"0.6200","1.8147","0.1387"
"0.6400","1.8747","0.1386"
"0.6600","1.9347","0.1395"
"0.6800","1.9947","0.1406"
"0.7000","2.0549","0.1420"
"0.7200","2.1148","0.1418"
"0.7400","2.1748","0.1439"
"0.7600","2.2348","0.1449"
"0.7800","2.2948","0.1463"
"0.8000","2.3548","0.1462"
"0.8200","2.4147","0.1480"
"0.8400","2.4748","0.1482"
"0.8600","2.5347","0.1501"
"0.8800","2.5948","0.1491"
"0.9000","2.6549","0.1515"
"0.9200","2.7150","0.1519"
"0.9400","2.7749","0.1541"
"0.9600","2.8348","0.1527"
"0.9800","2.8949","0.1551"
"1.0000","2.9549","0.1547"
"1.0200","3.0148","0.1572"
"1.0400","3.0747","0.1564"
"1.0600","3.1347","0.1593"
"1.0800","3.1945","0.1588"
"1.1000","3.2543","0.1609"
"1.1200","3.3145","0.1604"
"1.1400","3.3747","0.1628"
"1.1600","3.4346","0.1628"
"1.1800","3.4946","0.1648"
"1.2000","3.5547","0.1643"
"1.2200","3.6146","0.1657"
"1.2400","3.6745","0.1666"
"1.2600","3.7345","0.1690"
"1.2800","3.7945","0.1680"
"1.3000","3.8546","0.1699"
"1.3200","3.9147","0.1705"
"1.3400","3.9747","0.1717"
"1.3600","4.0346","0.1718"
"1.3800","4.0947","0.1728"
"1.4000","4.1548","0.1729"
"1.4200","4.2148","0.1732"
"1.4400","4.2749","0.1751"
"1.4600","4.3349","0.1766"
"1.4800","4.3949","0.1775"
"1.5000","4.4548","0.1773"
"1.5200","4.5148","0.1787"
"1.5400","4.5748","0.1801"
"1.5600","4.6349","0.1819"
"1.5800","4.6949","0.1807"
"1.6000","4.7547","0.1828"
"1.6200","4.8148","0.1835"
"1.6400","4.8749","0.1853"
"1.6600","4.9347","0.1840"
"1.6800","4.9947","0.1862"
"1.7000","5.0546","0.1861"
"1.7200","5.1145","0.1890"
"1.7400","5.1745","0.1880"
"1.7600","5.2345","0.1908"
"1.7800","5.2944","0.1901"
"1.8000","5.3546","0.1928"
"1.8200","5.4146","0.1910"
"1.8400","5.4746","0.1934"
"1.8600","5.5345","0.1930"
"1.8800","5.5946","0.1967"
"1.9000","5.6548","0.1945"
"1.9200","5.7149","0.1968"
"1.9400","5.7749","0.1956"
"1.9600","5.8347","0.1984"
"1.9800","5.8946","0.1979"
"2.0000","5.9547","0.2012"
"2.0200","6.0148","0.2002"
"2.0400","6.0747","0.2032"
"2.0600","6.1347","0.2013"
"2.0800","6.1948","0.2047"
"2.1000","6.2548","0.2033"
"2.1200","6.3148","0.2061"
"2.1400","6.3749","0.2050"
"2.1600","6.4347","0.2075"
"2.1800","6.4948","0.2071"
"2.2000","6.5548","0.2094"
"2.2200","6.6146","0.2087"
"2.2400","6.6745","0.2117"
"2.2600","6.7345","0.2114"
"2.2800","6.7946","0.2130"
"2.3000","6.8547","0.2123"
"2.3200","6.9147","0.2139"
"2.3400","6.9747","0.2143"
"2.3600","7.0347","0.2167"
"2.3800","7.0948","0.2164"
"2.4000","7.1547","0.2176"
"2.4200","7.2149","0.2186"
"2.4400","7.2749","0.2186"
"2.4600","7.3348","0.2193"
"2.4800","7.3948","0.2208"
"2.5000","7.4549","0.2222"
"2.5200","7.5148","0.2221"
"2.5400","7.5748","0.2241"
