Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","-0.0012"
"0.0200","0.0164","0.0178"
"0.0400","0.0694","0.0438"
"0.0600","0.1187","0.0521"
"0.0800","0.1841","0.0825"
"0.1000","0.2487","0.0884"
"0.1200","0.3109","0.1006"
"0.1400","0.3724","0.1067"
"0.1600","0.4333","0.1167"
"0.1800","0.4939","0.1183"
"0.2000","0.5543","0.1256"
"0.2200","0.6144","0.1255"
"0.2400","0.6745","0.1318"
"0.2600","0.7345","0.1315"
"0.2800","0.7945","0.1359"
"0.3000","0.8545","0.1349"
"0.3200","0.9145","0.1394"
"0.3400","0.9746","0.1394"
"0.3600","1.0346","0.1425"
"0.3800","1.0945","0.1416"
"0.4000","1.1545","0.1450"
"0.4200","1.2147","0.1457"
"0.4400","1.2746","0.1474"
"0.4600","1.3346","0.1484"
"0.4800","1.3946","0.1502"
"0.5000","1.4544","0.1504"
"0.5200","1.5145","0.1519"
"0.5400","1.5746","0.1533"
"0.5600","1.6345","0.1544"
"0.5800","1.6944","0.1552"
"0.6000","1.7546","0.1564"
"0.6200","1.8145","0.1577"
"0.6400","1.8746","0.1594"
"0.6600","1.9346","0.1598"
"0.6800","1.9946","0.1615"
"0.7000","2.0545","0.1619"
"0.7200","2.1145","0.1638"
"0.7400","2.1745","0.1643"
"0.7600","2.2345","0.1660"
"0.7800","2.2945","0.1667"
"0.8000","2.3545","0.1677"
"0.8200","2.4146","0.1673"
"0.8400","2.4749","0.1690"
"0.8600","2.5348","0.1689"
"0.8800","2.5946","0.1715"
"0.9000","2.6546","0.1711"
"0.9200","2.7146","0.1735"
"0.9400","2.7745","0.1735"
"0.9600","2.8345","0.1761"
"0.9800","2.8944","0.1755"
"1.0000","2.9541","0.1768"
"1.0200","3.0142","0.1773"
"1.0400","3.0744","0.1798"
"1.0600","3.1342","0.1792"
"1.0800","3.1942","0.1818"
"1.1000","3.2544","0.1814"
"1.1200","3.3143","0.1839"
"1.1400","3.3742","0.1835"
"1.1600","3.4343","0.1860"
"1.1800","3.4943","0.1850"
"1.2000","3.5544","0.1874"
"1.2200","3.6144","0.1867"
"1.2400","3.6744","0.1896"
"1.2600","3.7344","0.1888"
"1.2800","3.7946","0.1921"
"1.3000","3.8546","0.1911"
"1.3200","3.9146","0.1938"
"1.3400","3.9745","0.1924"
"1.3600","4.0346","0.1948"
"1.3800","4.0947","0.1944"
"1.4000","4.1546","0.1973"
"1.4200","4.2145","0.1962"
"1.4400","4.2745","0.1993"
"1.4600","4.3348","0.1981"
"1.4800","4.3946","0.2009"
"1.5000","4.4544","0.2004"
"1.5200","4.5144","0.2037"
"1.5400","4.5744","0.2024"
"1.5600","4.6344","0.2057"
"1.5800","4.6944","0.2045"
"1.6000","4.7545","0.2074"
"1.6200","4.8144","0.2051"
"1.6400","4.8743","0.2087"
"1.6600","4.9344","0.2089"
"1.6800","4.9943","0.2108"
"1.7000","5.0544","0.2100"
"1.7200","5.1144","0.2120"
"1.7400","5.1743","0.2123"
"1.7600","5.2343","0.2151"
"1.7800","5.2943","0.2142"
"1.8000","5.3544","0.2157"
"1.8200","5.4144","0.2164"
"1.8400","5.4745","0.2184"
"1.8600","5.5347","0.2183"
"1.8800","5.5945","0.2197"
"1.9000","5.6546","0.2208"
"1.9200","5.7146","0.2215"
"1.9400","5.7744","0.2223"
"1.9600","5.8346","0.2233"
"1.9800","5.8946","0.2245"
"2.0000","5.9545","0.2247"
"2.0200","6.0145","0.2261"
"2.0400","6.0745","0.2270"
"2.0600","6.1345","0.2282"
"2.0800","6.1946","0.2290"
"2.1000","6.2547","0.2310"
"2.1200","6.3146","0.2311"
"2.1400","6.3744","0.2330"
"2.1600","6.4344","0.2331"
"2.1800","6.4943","0.2342"
"2.2000","6.5543","0.2343"
"2.2200","6.6145","0.2362"
"2.2400","6.6744","0.2357"
"2.2600","6.7344","0.2383"
"2.2800","6.7946","0.2386"
"2.3000","6.8545","0.2411"
"2.3200","6.9146","0.2401"
"2.3400","6.9747","0.2423"
"2.3600","7.0347","0.2418"
"2.3800","7.0945","0.2439"
"2.4000","7.1546","0.2435"
"2.4200","7.2147","0.2462"
"2.4400","7.2746","0.2460"
"2.4600","7.3346","0.2490"
"2.4800","7.3947","0.2485"
"2.5000","7.4546","0.2504"
"2.5200","7.5145","0.2504"
"2.5400","7.5746","0.2538"
"2.5600","7.6346","0.2518"
"2.5800","7.6946","0.2546"
"2.6000","7.7546","0.2546"
"2.6200","7.8144","0.2566"
"2.6400","7.8743","0.2549"
"2.6600","7.9344","0.2576"
"2.6800","7.9942","0.2579"
"2.7000","8.0543","0.2609"
"2.7200","8.1143","0.2602"
"2.7400","8.1744","0.2627"
"2.7600","8.2344","0.2625"
"2.7800","8.2943","0.2649"
"2.8000","8.3543","0.2637"
"2.8200","8.4144","0.2664"
"2.8400","8.4744","0.2661"
"2.8600","8.5344","0.2680"
"2.8800","8.5944","0.2683"
"2.9000","8.6544","0.2705"
"2.9200","8.7144","0.2705"
"2.9400","8.7744","0.2721"
"2.9600","8.8346","0.2714"
"2.9800","8.8947","0.2737"
"3.0000","8.9544","0.2748"
"3.0200","9.0145","0.2769"
"3.0400","9.0747","0.2758"
"3.0600","9.1345","0.2767"
"3.0800","9.1944","0.2784"
"3.1000","9.2546","0.2809"
"3.1200","9.3146","0.2806"
"3.1400","9.3745","0.2821"
"3.1600","9.4346","0.2830"
"3.1800","9.4946","0.2836"
"3.2000","9.5544","0.2845"
"3.2200","9.6145","0.2865"
"3.2400","9.6744","0.2876"
"3.2600","9.7344","0.2885"
"3.2800","9.7945","0.2891"
"3.3000","9.8543","0.2896"
"3.3200","9.9143","0.2918"
"3.3400","9.9743","0.2923"
"3.3600","10.0343","0.2929"
"3.3800","10.0943","0.2938"
"3.4000","10.1544","0.2958"
"3.4200","10.2144","0.2967"
"3.4400","10.2744","0.2983"
"3.4600","10.3345","0.2986"
"3.4800","10.3946","0.3003"
"3.5000","10.4545","0.2994"
"3.5200","10.5145","0.3021"
"3.5400","10.5744","0.3021"
"3.5600","10.6344","0.3046"
"3.5800","10.6945","0.3041"
"3.6000","10.7547","0.3061"
"3.6200","10.8145","0.3062"
"3.6400","10.8744","0.3091"
"3.6600","10.9344","0.3083"
"3.6800","10.9944","0.3109"
"3.7000","11.0544","0.3105"
"3.7200","11.1144","0.3141"
"3.7400","11.1744","0.3128"
"3.7600","11.2344","0.3156"
"3.7800","11.2945","0.3151"
"3.8000","11.3545","0.3177"
"3.8200","11.4144","0.3166"
"3.8400","11.4744","0.3194"
"3.8600","11.5344","0.3192"
"3.8800","11.5944","0.3221"
"3.9000","11.6545","0.3208"
"3.9200","11.7145","0.3238"
"3.9400","11.7745","0.3234"
"3.9600","11.8344","0.3261"
"3.9800","11.8944","0.3254"
"4.0000","11.9546","0.3282"
"4.0200","12.0146","0.3283"
"4.0400","12.0745","0.3308"
"4.0600","12.1344","0.3300"
"4.0800","12.1945","0.3328"
"4.1000","12.2546","0.3324"
"4.1200","12.3145","0.3344"
"4.1400","12.3745","0.3347"
"4.1600","12.4346","0.3375"
"4.1800","12.4945","0.3369"
"4.2000","12.5546","0.3394"
"4.2200","12.6146","0.3393"
"4.2400","12.6744","0.3415"
"4.2600","12.7343","0.3430"
"4.2800","12.7944","0.3441"
"4.3000","12.8545","0.3438"
"4.3200","12.9146","0.3453"
"4.3400","12.9745","0.3469"
"4.3600","13.0344","0.3486"
"4.3800","13.0944","0.3496"
"4.4000","13.1545","0.3499"
"4.4200","13.2144","0.3512"
"4.4400","13.2742","0.3532"
"4.4600","13.3343","0.3546"
"4.4800","13.3944","0.3555"
"4.5000","13.4544","0.3567"
"4.5200","13.5145","0.3574"
"4.5400","13.5744","0.3588"
"4.5600","13.6342","0.3598"
"4.5800","13.6944","0.3623"
"4.6000","13.7546","0.3618"
"4.6200","13.8146","0.3640"
