Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","-0.0036"
"0.0200","0.0057","0.0028"
"0.0400","0.0207","0.0189"
"0.0600","0.0342","0.0488"
"0.0800","0.0571","0.0963"
"0.1000","0.0806","0.1443"
"0.1200","0.1024","0.1965"
"0.1400","0.1233","0.2429"
"0.1600","0.1439","0.2837"
"0.1800","0.1643","0.3134"
"0.2000","0.1846","0.3387"
"0.2200","0.2047","0.3590"
"0.2400","0.2248","0.3771"
"0.2600","0.2449","0.3918"
"0.2800","0.2649","0.4047"
"0.3000","0.2850","0.4165"
"0.3200","0.3050","0.4268"
"0.3400","0.3250","0.4354"
"0.3600","0.3450","0.4441"
"0.3800","0.3650","0.4522"
"0.4000","0.3850","0.4598"
"0.4200","0.4050","0.4657"
"0.4400","0.4251","0.4713"
"0.4600","0.4450","0.4776"
"0.4800","0.4652","0.4826"
"0.5000","0.4850","0.4875"
"0.5200","0.5052","0.4920"
"0.5400","0.5249","0.4969"
"0.5600","0.5450","0.5006"
"0.5800","0.5649","0.5033"
"0.6000","0.5849","0.5070"
"0.6200","0.6050","0.5111"
"0.6400","0.6250","0.5143"
"0.6600","0.6450","0.5157"
"0.6800","0.6649","0.5167"
"0.7000","0.6850","0.5183"
"0.7200","0.7049","0.5197"
"0.7400","0.7249","0.5175"
"0.7600","0.7448","0.5174"
"0.7800","0.7649","0.5184"
"0.8000","0.7850","0.5192"
"0.8200","0.8049","0.5183"
"0.8400","0.8250","0.5197"
"0.8600","0.8450","0.5196"
"0.8800","0.8650","0.5204"
"0.9000","0.8850","0.5199"
"0.9200","0.9049","0.5199"
"0.9400","0.9249","0.5190"
"0.9600","0.9448","0.5187"
"0.9800","0.9651","0.5179"
"1.0000","0.9850","0.5172"
"1.0200","1.0051","0.5148"
"1.0400","1.0250","0.5127"
"1.0600","1.0451","0.5113"
"1.0800","1.0650","0.5116"
"1.1000","1.0850","0.5111"
"1.1200","1.1050","0.5106"
"1.1400","1.1249","0.5095"
"1.1600","1.1449","0.5101"
"1.1800","1.1649","0.5104"
"1.2000","1.1850","0.5097"
"1.2200","1.2050","0.5091"
"1.2400","1.2250","0.5103"
"1.2600","1.2450","0.5094"
"1.2800","1.2649","0.5077"
"1.3000","1.2850","0.5073"
"1.3200","1.3050","0.5069"
"1.3400","1.3251","0.5039"
"1.3600","1.3450","0.5015"
"1.3800","1.3650","0.5001"
"1.4000","1.3850","0.4993"
"1.4200","1.4049","0.4993"
"1.4400","1.4250","0.4978"
"1.4600","1.4449","0.4979"
"1.4800","1.4651","0.4980"
"1.5000","1.4848","0.4980"
"1.5200","1.5049","0.4960"
"1.5400","1.5249","0.4957"
"1.5600","1.5451","0.4921"
"1.5800","1.5649","0.4863"
"1.6000","1.5850","0.4794"
"1.6200","1.6050","0.4787"
"1.6400","1.6251","0.4761"
"1.6600","1.6450","0.4755"
"1.6800","1.6649","0.4726"
"1.7000","1.6849","0.4739"
"1.7200","1.7049","0.4732"
"1.7400","1.7248","0.4737"
"1.7600","1.7449","0.4714"
"1.7800","1.7648","0.4725"
"1.8000","1.7850","0.4713"
"1.8200","1.8049","0.4714"
"1.8400","1.8249","0.4696"
"1.8600","1.8450","0.4713"
"1.8800","1.8649","0.4704"
"1.9000","1.8849","0.4704"
"1.9200","1.9048","0.4687"
"1.9400","1.9250","0.4699"
"1.9600","1.9448","0.4689"
"1.9800","1.9651","0.4696"
"2.0000","1.9848","0.4689"
"2.0200","2.0050","0.4695"
"2.0400","2.0248","0.4690"
"2.0600","2.0450","0.4684"
"2.0800","2.0648","0.4683"
"2.1000","2.0848","0.4679"
"2.1200","2.1048","0.4685"
"2.1400","2.1248","0.4673"
"2.1600","2.1450","0.4678"
"2.1800","2.1649","0.4669"
"2.2000","2.1850","0.4682"
"2.2200","2.2049","0.4647"
"2.2400","2.2248","0.4643"
"2.2600","2.2448","0.4623"
"2.2800","2.2648","0.4637"
"2.3000","2.2849","0.4620"
"2.3200","2.3050","0.4644"
"2.3400","2.3250","0.4630"
"2.3600","2.3450","0.4635"
"2.3800","2.3650","0.4598"
"2.4000","2.3850","0.4615"
"2.4200","2.4050","0.4605"
"2.4400","2.4250","0.4621"
"2.4600","2.4449","0.4598"
"2.4800","2.4650","0.4612"
"2.5000","2.4850","0.4597"
"2.5200","2.5051","0.4611"
"2.5400","2.5251","0.4582"
"2.5600","2.5450","0.4580"
"2.5800","2.5649","0.4572"
"2.6000","2.5849","0.4569"
"2.6200","2.6049","0.4555"
"2.6400","2.6248","0.4558"
"2.6600","2.6450","0.4545"
"2.6800","2.6650","0.4529"
"2.7000","2.6850","0.4524"
"2.7200","2.7050","0.4523"
"2.7400","2.7250","0.4517"
"2.7600","2.7450","0.4482"
"2.7800","2.7650","0.4430"
"2.8000","2.7851","0.4387"
"2.8200","2.8050","0.4378"
"2.8400","2.8250","0.4320"
"2.8600","2.8449","0.4290"
"2.8800","2.8650","0.4261"
"2.9000","2.8850","0.4267"
"2.9200","2.9049","0.4239"
"2.9400","2.9250","0.4265"
"2.9600","2.9450","0.4249"
"2.9800","2.9651","0.4259"
"3.0000","2.9849","0.4222"
"3.0200","3.0050","0.4238"
"3.0400","3.0250","0.4225"
"3.0600","3.0450","0.4239"
"3.0800","3.0649","0.4206"
"3.1000","3.0850","0.4215"
"3.1200","3.1050","0.4189"
"3.1400","3.1250","0.4204"
"3.1600","3.1450","0.4189"
"3.1800","3.1650","0.4204"
"3.2000","3.1850","0.4181"
"3.2200","3.2050","0.4174"
"3.2400","3.2250","0.4139"
"3.2600","3.2451","0.4149"
"3.2800","3.2650","0.4137"
"3.3000","3.2849","0.4135"
"3.3200","3.3049","0.4120"
"3.3400","3.3250","0.4133"
"3.3600","3.3449","0.4135"
"3.3800","3.3650","0.4133"
"3.4000","3.3850","0.4120"
"3.4200","3.4049","0.4123"
"3.4400","3.4250","0.4122"
"3.4600","3.4449","0.4123"
"3.4800","3.4651","0.4128"
"3.5000","3.4849","0.4129"
"3.5200","3.5050","0.4135"
"3.5400","3.5249","0.4123"
"3.5600","3.5449","0.4133"
"3.5800","3.5648","0.4131"
"3.6000","3.5848","0.4139"
"3.6200","3.6050","0.4123"
"3.6400","3.6249","0.4138"
"3.6600","3.6449","0.4131"
"3.6800","3.6649","0.4150"
"3.7000","3.6850","0.4130"
"3.7200","3.7049","0.4141"
"3.7400","3.7249","0.4129"
"3.7600","3.7448","0.4150"
"3.7800","3.7649","0.4127"
"3.8000","3.7849","0.4141"
"3.8200","3.8050","0.4131"
"3.8400","3.8251","0.4149"
"3.8600","3.8450","0.4127"
"3.8800","3.8650","0.4149"
"3.9000","3.8850","0.4137"
"3.9200","3.9049","0.4150"
"3.9400","3.9249","0.4135"
"3.9600","3.9448","0.4150"
"3.9800","3.9649","0.4145"
"4.0000","3.9849","0.4155"
"4.0200","4.0050","0.4139"
"4.0400","4.0250","0.4147"
"4.0600","4.0449","0.4146"
"4.0800","4.0650","0.4159"
"4.1000","4.0849","0.4154"
"4.1200","4.1049","0.4161"
"4.1400","4.1246","0.4155"
"4.1600","4.1448","0.4156"
"4.1800","4.1647","0.4158"
"4.2000","4.1849","0.4170"
"4.2200","4.2049","0.4170"
"4.2400","4.2250","0.4165"
"4.2600","4.2449","0.4164"
"4.2800","4.2649","0.4162"
"4.3000","4.2850","0.4175"
"4.3200","4.3049","0.4158"
"4.3400","4.3249","0.4166"
"4.3600","4.3447","0.4159"
"4.3800","4.3648","0.4179"
"4.4000","4.3849","0.4161"
"4.4200","4.4050","0.4175"
"4.4400","4.4249","0.4165"
"4.4600","4.4449","0.4180"
"4.4800","4.4650","0.4162"
