Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","-0.0075"
"0.0200","0.0167","0.0123"
"0.0400","0.0721","0.0818"
"0.0600","0.1222","0.1693"
"0.0800","0.1867","0.2793"
"0.1000","0.2504","0.3449"
"0.1200","0.3120","0.3865"
"0.1400","0.3735","0.3986"
"0.1600","0.4342","0.4062"
"0.1800","0.4944","0.4059"
"0.2000","0.5547","0.4127"
"0.2200","0.6151","0.4127"
"0.2400","0.6751","0.4168"
"0.2600","0.7351","0.4171"
"0.2800","0.7952","0.4221"
"0.3000","0.8551","0.4233"
"0.3200","0.9151","0.4262"
"0.3400","0.9752","0.4277"
"0.3600","1.0354","0.4318"
"0.3800","1.0954","0.4324"
"0.4000","1.1554","0.4342"
"0.4200","1.2156","0.4360"
"0.4400","1.2757","0.4378"
"0.4600","1.3357","0.4393"
"0.4800","1.3957","0.4403"
"0.5000","1.4556","0.4419"
"0.5200","1.5154","0.4432"
"0.5400","1.5753","0.4444"
"0.5600","1.6353","0.4458"
"0.5800","1.6953","0.4479"
"0.6000","1.7554","0.4503"
"0.6200","1.8154","0.4501"
"0.6400","1.8753","0.4517"
"0.6600","1.9351","0.4527"
"0.6800","1.9954","0.4546"
"0.7000","2.0553","0.4545"
"0.7200","2.1153","0.4560"
"0.7400","2.1753","0.4566"
"0.7600","2.2353","0.4596"
"0.7800","2.2953","0.4593"
"0.8000","2.3554","0.4614"
"0.8200","2.4155","0.4606"
"0.8400","2.4754","0.4634"
"0.8600","2.5355","0.4622"
"0.8800","2.5954","0.4653"
"0.9000","2.6555","0.4644"
"0.9200","2.7154","0.4670"
"0.9400","2.7754","0.4657"
"0.9600","2.8354","0.4686"
"0.9800","2.8956","0.4678"
"1.0000","2.9554","0.4697"
"1.0200","3.0154","0.4673"
"1.0400","3.0754","0.4710"
"1.0600","3.1354","0.4696"
"1.0800","3.1953","0.4717"
"1.1000","3.2553","0.4694"
"1.1200","3.3152","0.4722"
"1.1400","3.3751","0.4708"
"1.1600","3.4351","0.4723"
"1.1800","3.4954","0.4698"
"1.2000","3.5552","0.4711"
"1.2200","3.6150","0.4697"
"1.2400","3.6752","0.4721"
"1.2600","3.7353","0.4692"
"1.2800","3.7952","0.4714"
"1.3000","3.8552","0.4692"
"1.3200","3.9152","0.4705"
"1.3400","3.9752","0.4683"
"1.3600","4.0353","0.4710"
"1.3800","4.0952","0.4693"
"1.4000","4.1550","0.4700"
"1.4200","4.2151","0.4677"
"1.4400","4.2754","0.4690"
"1.4600","4.3356","0.4678"
"1.4800","4.3955","0.4684"
"1.5000","4.4555","0.4659"
"1.5200","4.5155","0.4676"
"1.5400","4.5755","0.4662"
"1.5600","4.6354","0.4661"
"1.5800","4.6953","0.4650"
"1.6000","4.7552","0.4666"
"1.6200","4.8155","0.4658"
"1.6400","4.8754","0.4649"
"1.6600","4.9353","0.4641"
"1.6800","4.9955","0.4647"
"1.7000","5.0553","0.4638"
"1.7200","5.1153","0.4635"
"1.7400","5.1753","0.4629"
"1.7600","5.2351","0.4627"
"1.7800","5.2948","0.4630"
"1.8000","5.3554","0.4626"
"1.8200","5.4154","0.4613"
"1.8400","5.4752","0.4615"
"1.8600","5.5352","0.4614"
"1.8800","5.5951","0.4600"
"1.9000","5.6551","0.4605"
"1.9200","5.7152","0.4604"
"1.9400","5.7754","0.4601"
"1.9600","5.8349","0.4579"
"1.9800","5.8953","0.4597"
"2.0000","5.9557","0.4590"
"2.0200","6.0154","0.4584"
"2.0400","6.0754","0.4562"
"2.0600","6.1355","0.4572"
"2.0800","6.1954","0.4561"
"2.1000","6.2554","0.4575"
"2.1200","6.3155","0.4556"
"2.1400","6.3753","0.4571"
"2.1600","6.4350","0.4560"
"2.1800","6.4955","0.4574"
"2.2000","6.5556","0.4542"
"2.2200","6.6154","0.4558"
