Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","-0.0049"
"0.0200","0.0163","0.0113"
"0.0400","0.0708","0.0638"
"0.0600","0.1202","0.1202"
"0.0800","0.1852","0.2009"
"0.1000","0.2494","0.2404"
"0.1200","0.3116","0.2750"
"0.1400","0.3730","0.2863"
"0.1600","0.4337","0.3048"
"0.1800","0.4942","0.3092"
"0.2000","0.5545","0.3216"
"0.2200","0.6146","0.3220"
"0.2400","0.6745","0.3319"
"0.2600","0.7346","0.3312"
"0.2800","0.7946","0.3381"
"0.3000","0.8547","0.3372"
"0.3200","0.9148","0.3453"
"0.3400","0.9749","0.3435"
"0.3600","1.0348","0.3496"
"0.3800","1.0948","0.3481"
"0.4000","1.1548","0.3545"
"0.4200","1.2146","0.3533"
"0.4400","1.2746","0.3587"
"0.4600","1.3348","0.3568"
"0.4800","1.3946","0.3608"
"0.5000","1.4546","0.3586"
"0.5200","1.5147","0.3645"
"0.5400","1.5747","0.3627"
"0.5600","1.6348","0.3680"
"0.5800","1.6950","0.3664"
"0.6000","1.7547","0.3701"
"0.6200","1.8147","0.3688"
"0.6400","1.8747","0.3731"
"0.6600","1.9347","0.3720"
"0.6800","1.9947","0.3764"
"0.7000","2.0548","0.3754"
"0.7200","2.1146","0.3793"
"0.7400","2.1747","0.3796"
"0.7600","2.2348","0.3816"
"0.7800","2.2950","0.3816"
"0.8000","2.3550","0.3838"
"0.8200","2.4149","0.3828"
"0.8400","2.4747","0.3856"
"0.8600","2.5346","0.3872"
"0.8800","2.5948","0.3900"
"0.9000","2.6547","0.3898"
"0.9200","2.7146","0.3923"
"0.9400","2.7747","0.3937"
"0.9600","2.8347","0.3950"
"0.9800","2.8945","0.3948"
"1.0000","2.9545","0.3959"
"1.0200","3.0146","0.3973"
"1.0400","3.0744","0.3987"
"1.0600","3.1345","0.4012"
"1.0800","3.1946","0.4014"
"1.1000","3.2544","0.4029"
"1.1200","3.3144","0.4033"
"1.1400","3.3745","0.4049"
"1.1600","3.4343","0.4051"
"1.1800","3.4946","0.4078"
"1.2000","3.5548","0.4077"
"1.2200","3.6145","0.4098"
"1.2400","3.6745","0.4106"
"1.2600","3.7348","0.4127"
"1.2800","3.7947","0.4116"
"1.3000","3.8547","0.4140"
"1.3200","3.9148","0.4136"
"1.3400","3.9745","0.4159"
"1.3600","4.0346","0.4156"
"1.3800","4.0949","0.4173"
"1.4000","4.1549","0.4167"
"1.4200","4.2147","0.4193"
"1.4400","4.2749","0.4179"
"1.4600","4.3349","0.4199"
"1.4800","4.3947","0.4191"
"1.5000","4.4547","0.4220"
"1.5200","4.5147","0.4209"
"1.5400","4.5745","0.4228"
"1.5600","4.6348","0.4214"
"1.5800","4.6948","0.4226"
"1.6000","4.7545","0.4203"
"1.6200","4.8145","0.4220"
"1.6400","4.8747","0.4206"
"1.6600","4.9345","0.4221"
"1.6800","4.9944","0.4208"
"1.7000","5.0545","0.4224"
"1.7200","5.1145","0.4216"
"1.7400","5.1746","0.4240"
"1.7600","5.2347","0.4234"
"1.7800","5.2948","0.4244"
"1.8000","5.3547","0.4240"
"1.8200","5.4148","0.4247"
"1.8400","5.4748","0.4240"
"1.8600","5.5346","0.4252"
"1.8800","5.5946","0.4258"
"1.9000","5.6547","0.4264"
"1.9200","5.7147","0.4260"
"1.9400","5.7749","0.4274"
"1.9600","5.8348","0.4280"
"1.9800","5.8947","0.4288"
"2.0000","5.9547","0.4285"
"2.0200","6.0147","0.4288"
"2.0400","6.0746","0.4295"
"2.0600","6.1347","0.4304"
"2.0800","6.1948","0.4312"
"2.1000","6.2547","0.4308"
